Place,Address,Tags,url
Mihrimah Restaurant,742 North Bridge Road Singapore 198710,"['Malay', 'Supper', 'Hawker Food']",https://www.burpple.com/mihrimah-restaurant
Jian Bo Tiong Bahru Shui Kueh (Albert Centre Market & Food Centre),270 Queen Street #01-72 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/jian-bo-shui-kueh-albert-court
Heritage Food Street,585 North Bridge Road #B1-01 Raffles Hospital Singapore 188770,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/heritage-food-street
Bhai Sarbat,21 Bussorah Street Singapore 119439,"['Indian', 'Hawker Food']",https://www.burpple.com/bhai-sarbat-singapore
Quán Ăn Vặt,3 New Bugis Street Singapore 188867,['Vietnamese'],https://www.burpple.com/quan-an-vat
Heng Long Teochew Porridge (North Bridge Road),809 North Bridge Road Singapore 198777,"['Rainy Day Comforts', 'Hawker Food']",https://www.burpple.com/heng-long-teochew-porridge-north-bridge-road
Nerdy Noodles,201 Victoria Street #04-09 Bugis+ Singapore 188067,['Chinese'],https://www.burpple.com/nerdynoodlessg
The Dragon Tree,180 Bencoolen Street #01-04 The Bencoolen Singapore 189648,['Hawker Food'],https://www.burpple.com/the-dragon-tree-katong-laksa
Mac Doner Lebanese Restaurant,26 Baghdad Street Singapore 199665,"['Middle Eastern', 'Turkish']",https://www.burpple.com/mac-doner-kebab-and-grill
Café Kapok,111 Middle Road #01-05 Singapore 188969,"['Cafes & Coffee', 'Cakes']",https://www.burpple.com/cafe-kapok
SLING,20 Kandahar Street #01-01 Singapore 198885,"['Peranakan', 'Bars', 'Cocktails']",https://www.burpple.com/sling
No Milk,18 Pahang Street Singapore 198615,"['Local Delights', 'Bars']",https://www.burpple.com/no-milk
Salaz Putu Piring,13 Pahang Street Singapore 198614,"['Malay', 'Desserts', 'Hawker Food']",https://www.burpple.com/salaz-putu-piring
A Poke Theory (DUO Galleria),7 Fraser Street #01-36/37 DUO Galleria Singapore 189356,"['Healthy', 'Salads', 'Desserts', 'Halal']",https://www.burpple.com/a-poke-theory-duo-galleria
Idealite,153 Rochor Road Singapore 188428,"['Vegetarian', 'Healthy']",https://www.burpple.com/idealite-1
Cô Hai Bánh Mì,359 Beach Road Singapore 199575,"['Vietnamese', 'Sandwiches']",https://www.burpple.com/co-hai-banh-mi
& Why,31 Bali Lane Singapore 189867,"['Desserts', 'Cakes', 'Breakfast & Brunch', 'Halal']",https://www.burpple.com/and-why
Yat Ka Yan,190 Middle Road #02-08 Fortune Centre Singapore 188979,['Desserts'],https://www.burpple.com/yat-ka-yan
& Why,31 Bali Lane Singapore 189867,"['Desserts', 'Cakes', 'Breakfast & Brunch', 'Halal']",https://www.burpple.com/and-why
Salaz Putu Piring,13 Pahang Street Singapore 198614,"['Malay', 'Desserts', 'Hawker Food']",https://www.burpple.com/salaz-putu-piring
Le Fuse,47 Arab Street Singapore 199744,"['Chinese', 'Halal']",https://www.burpple.com/le-fuse
Yo,27 Arab Street #01-01 Singapore 199726,"['Ice Cream & Yoghurt', 'Desserts']",https://www.burpple.com/yo
Yat Ka Yan,190 Middle Road #02-08 Fortune Centre Singapore 188979,['Desserts'],https://www.burpple.com/yat-ka-yan
Looksee Looksee,267 Beach Road Singapore 199545,['Hidden Gem'],https://www.burpple.com/looksee-looksee
Ichikokudo Hokkaido Ramen (Bussorah Street),45 Bussorah Street #01-01 Singapore 199463,"['Ramen', 'Japanese', 'Halal']",https://www.burpple.com/ichikokudo-hokkaido-ramen-5
Sanobar Lebanese Restaurant,29 Bussorah Street Singapore 199447,['Middle Eastern'],https://www.burpple.com/sanobar-lebanese-restaurant
Idlewild,80 Middle Road Lobby Level InterContinental Singapore Singapore 188966,"['Bars', 'Late Night', 'Cocktails']",https://www.burpple.com/idlewild
The Dim Sum Place,791 North Bridge Road Singapore 198759,"['Dim Sum', 'Supper', 'Chinese', 'Halal']",https://www.burpple.com/the-dim-sum-place
Byblos Grill,14 Bussorah Street Singapore 199435,"['Middle Eastern', 'Late Night']",https://www.burpple.com/byblos-grill
Captain K Seafood Tower,112 Middle Road #01-00A Midland House Singapore 188970,"['Seafood', 'Rainy Day Comforts', 'Good For Groups', 'Korean', 'Steamboat']",https://www.burpple.com/captain-k-seafood-tower-middle-road
La Cala,7 Fraser Street #01-40/43 DUO Galleria Singapore 189356,"['Spanish', 'Date Night', 'Mediterranean']",https://www.burpple.com/la-cala
The Braiserie,190 Middle Road #01-06 Fortune Centre Singapore 188979,['Chinese'],https://www.burpple.com/the-braiserie
Prince Coffee House,249 Beach Road Singapore 189757,"['Local Delights', 'Hidden Gem', 'Western']",https://www.burpple.com/prince-coffee-house
Blu Jaz Café,11 Bali Lane Historic Kampong Glam Singapore 189848,"['Bars', 'Late Night', 'Western', 'Mediterranean']",https://www.burpple.com/blujazz
3838 Eating Place (Queen Street),269B Queen Street Singapore 182269,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/3838-eating-place
Dessert Station (Albert Centre Market & Food Centre),270 Queen Street #01-41 Albert Centre Market & Food Centre Singapore 180270,"['Desserts', 'Hawker Food']",https://www.burpple.com/zhen-jie-traditional-dessert
Bistro Duo,7 Fraser Street #01-25/26 Duo Galleria Singapore 189356,"['Bars', 'Western']",https://www.burpple.com/bistro-duo-bar-grill
Chikuyotei (InterContinental Singapore),80 Middle Road #01-01 InterContinental Singapore Singapore 188966,"['Sushi', 'Chirashi', 'Japanese', 'Date Night', 'Fine Dining']",https://www.burpple.com/chikuyotei-japanese-restaurant
Eleven Finger (Eu Kee) Scissors Cut Curry Rice,269B Queen Street #01-235 Singapore 182269,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/eleven-fingers-scisors-cut-cury-rice
North South Cuisine 南北名厨,351 Beach Road Singapore 199571,"['Supper', 'Late Night', 'Chinese']",https://www.burpple.com/north-south-cuisine
Fei Kee Claypot Chicken Rice,341 Beach Road Luk Lu Eating House Singapore 199567,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/fei-kee-claypot-chicken-rice
Al-Tasneem Restaurant,709 North Bridge Road Singapore 198681,['Halal'],https://www.burpple.com/altasneem-restaurant
Eleven Finger (Eu Kee) Scissors Cut Curry Rice,269B Queen Street #01-235 Singapore 182269,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/eleven-fingers-scisors-cut-cury-rice
Ming Kitchen Seafood Restaurant (Queen Street),269 Queen Street #01-236 Cheng Yan Court Singapore 180269,"['Seafood', 'Zi Char', 'Steamboat']",https://www.burpple.com/ming-kitchen-seafood-restaurant-queen-street
Al-Sahira (Jalan Sultan),200 Jalan Sultan #01-05 Textile Centre Singapore 199018,"['Indian', 'Supper', 'Hawker Food', 'Halal']",https://www.burpple.com/al-sahira
Coffee Time,269 Queen Street #01-234 Singapore 180269,"['Local Delights', 'Cafes & Coffee']",https://www.burpple.com/coffee-time
Bakerzin (Raffles Hospital),585 North Bridge Road #01-08 Raffles Hospital Singapore 188770,"['Desserts', 'Cakes', 'Western']",https://www.burpple.com/bakerzin-raffles-hospital
La Teh Cafe (Fortune Centre),190 Middle Road #02-18A Fortune Centre Singapore 188979,"['Local Delights', 'Cafes & Coffee']",https://www.burpple.com/la-teh-cafe-1
Foo Chow Fish Ball (Sultan Gate),33 Sultan Gate Seow Choon Hua Restaurant Singapore 198481,['Hawker Food'],https://www.burpple.com/foo-chow-fish-ball-sultan-gate
Boat Story Thai Boat Noodle (Parklane Shopping Mall),35 Selegie Road #02-25B Parklane Shopping Mall Singapore 188307,"['Thai', 'Supper']",https://www.burpple.com/boat-story-thai-boat-noodle-parklane-shopping-mall
Panda CooL King,470 North Bridge Road #01-05 Bugis Cube Singapore 188735,"['Supper', 'BBQ', 'Chinese']",https://www.burpple.com/panda-cool-king
Teppan No Hoshi,201 Victoria Street #04-10 Bugis+ Singapore 188067,['Japanese'],https://www.burpple.com/teppan-no-hoshi
SugarKid,191 Rochor Road #B2-10 Bugis MRT Station Singapore 188476,['Desserts'],https://www.burpple.com/tang-zai-desserts
Choo Chiang Roasted Meat Noodle House (Bencoolen Road),180 Bencoolen Street #01-05 The Bencoolen Singapore 189646,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/YzjZi-S9
Al'Frank Cookies,12 Haji Lane Singapore 189205,['Desserts'],https://www.burpple.com/alfrank-cookies
Chuan Kee Duck Rice,341 Beach Road Luk Lu Eating House Singapore 199567,['Hawker Food'],https://www.burpple.com/chuan-kee-duck-rice-beach-road
Sultan De Casablanca,30 Bussorah Street Singapore 199448,"['Middle Eastern', 'Mediterranean', 'Halal']",https://www.burpple.com/sultan-de-casablanca
Thong Kay Delight (Albert Centre Market & Food Centre),270 Queen Street #01-97 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/thong-kay-delight
Peranakan Flavours,7 Tan Quee Lan Street Singapore 188096,"['Peranakan', 'Good For Groups']",https://www.burpple.com/the-peranakan-flavours
One Canton,200 Victoria Street #01-69 Bugis Junction Singapore 188021,"['Dim Sum', 'Chinese']",https://www.burpple.com/one-canton
Pondok Makan Indonesia (Albert Centre Market & Food Centre),270 Queen Street #01-123 Albert Centre Market & Food Centre Singapore 180270,"['Indonesian', 'Hawker Food']",https://www.burpple.com/pondok-makan-indonesia
No.57 Coffee Stand,57 Aliwal Street Singapore 199933,['Cafes & Coffee'],https://www.burpple.com/no57-coffee-stand
Ya Kun Kaya Toast (Fortune Centre),190 Middle Road #01-09 Fortune Centre Singapore 188979,"['Local Delights', 'Bread', 'Cafes & Coffee', 'Breakfast & Brunch']",https://www.burpple.com/yakun-at-fortune-centre
Kokoro,43 Middle Road #01-00 Singapore 188952,"['Cafes & Coffee', 'Desserts', 'Cakes', 'Breakfast & Brunch']",https://www.burpple.com/kokoro-sg
The Singapura Club (Haji Lane),26 Haji Lane Singapore 189219,"['Local Delights', 'Indian']",https://www.burpple.com/the-singapura-club
IL DEN,470 North Bridge Road #03-19 Bugis Cube Singapore 188735,"['Hidden Gem', 'Japanese', 'Dinner With Drinks', 'European']",https://www.burpple.com/il-den
Tian Yuan Healthy Vegetarian Food Paradise,190 Middle Road #01-16 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian', 'Healthy', 'Chinese']",https://www.burpple.com/tian-yuan-vegetarian
Selfie Coffee,11 Haji Lane Singapore 189204,"['Interesting', 'Cafes & Coffee']",https://www.burpple.com/selfie-coffee-singapore
MALT Craft Beer Bar,302 Beach Road #01-07 Concourse Skyline Singapore 199600,"['Bars', 'Craft Beer']",https://www.burpple.com/maltcraftbeerbar
LIMAA,51 Haji Lane Singapore 189244,"['Sandwiches', 'Salads', 'Western', 'Breakfast & Brunch', 'Halal']",https://www.burpple.com/limaa
Jason Niang Dou Fu,312 Beach Road Singapore 199557,"['Rainy Day Comforts', 'Hawker Food', 'Halal']",https://www.burpple.com/jason-niang-dou-fu
Don Meijin,201 Victoria Street #04-10 Ramen Champion Bugis+ Singapore 188067,['Japanese'],https://www.burpple.com/don-meijin
Seng Huat Coffee House (North Bridge Road),492 North Bridge Road Singapore 188737,"['Supper', 'Hawker Food']",https://www.burpple.com/seng-huat-coffee-house-bugis-492-north-bridge-road
13% Gastro Wine (Aliwal),14 Aliwal Street #02-01 Singapore 199907,"['Bars', 'Dinner With Drinks', 'European', 'Late Night']",https://www.burpple.com/13-gastro-wine
Eaterz,150 Arab Street Singapore 199832,"['Indian', 'Zi Char', 'Malay', 'Supper', 'Western', 'Halal']",https://www.burpple.com/eaterz
Kuan Kuan Spicy Hotpot & Nourishing Soup,32 Liang Seah Street Singapore 189053,"['Rainy Day Comforts', 'Chinese']",https://www.burpple.com/kuan-kuan-spicy-hotpot
Gokul Vegetarian Restaurant (Fortune Centre),190 Middle Road #01-07 Fortune Centre Singapore 188979,"['Vegetarian', 'Indian']",https://www.burpple.com/gokul-vegetarian-restaurant
House Of Kebab,21 Arab Street Singapore 199844,['Turkish'],https://www.burpple.com/house-of-kebab
Going OM,63 Haji Lane Singapore 189256,[],https://www.burpple.com/going-om
The Green Ducklings,302 Beach Road #01-06 The Concourse Skyline Singapore 199600,"['Pasta', 'Sandwiches', 'Cafes & Coffee', 'Cakes']",https://www.burpple.com/the-green-ducklings
Alex's Eating House,87 Beach Road #01-01 Chye Sing Building Singapore 189695,"['Cheap & Good', 'Hawker Food']",https://www.burpple.com/alexs-eating-house
Koong Woh Tong (The Bencoolen),180 Bencoolen Street #01-18 The Bencoolen Singapore 189646,['Desserts'],https://www.burpple.com/bencoolen
Taste Restaurant (ibis Singapore on Bencoolen),170 Bencoolen Street ibis Singapore on Bencoolen Singapore 189657,"['Local Delights', 'Chinese']",https://www.burpple.com/taste-restaurant-1
Syam Corners Muslim Food,190 Middle Road #01-08 Fortune Centre Singapore 188979,"['Malay', 'Hawker Food', 'Halal']",https://www.burpple.com/syam-corners-muslim-fod
Create Healthy Lifestyle,190 Middle Road #02-17 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian', 'Healthy']",https://www.burpple.com/create-healthy-lifestyle
Chevy's Bar and Bistro,247 Beach Road Singapore 189756,['Bars'],https://www.burpple.com/chevys-bar-and-bistro
Tong Seng LifeStyle Cafe Bar (Pahang Street),23 Pahang Street Singapore 198620,"['Local Delights', 'Peranakan', 'Cafes & Coffee']",https://www.burpple.com/lifestyle-nyonya-cafe-pahang-street
Granny's Secret,60 Albert Street #02-07 OG Albert Complex Singapore 189969,"['Local Delights', 'Chinese', 'Hawker Food']",https://www.burpple.com/grannys-secret-by-yikouwei
Zhu Chao Mini Wok (Albert Centre Market & Food Centre),270 Queen Street #01-63 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/zhu-chao-mini-wok
Smoke & Pepper (Alley on 25),5 Fraser Street Level 25 Andaz Singapore Alley on 25 Singapore 189354,"['Buffets', 'BBQ', 'Burgers', 'Breakfast & Brunch']",https://www.burpple.com/smoke-pepper
Got Luck Cafe,56 Kandahar Street Singapore 198904,"['Local Delights', 'Cafes & Coffee', 'Desserts']",https://www.burpple.com/gotlucksg
HotCakes Vegetarian,190 Middle Road #01-33 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian', 'Healthy', 'Cakes']",https://www.burpple.com/hotcakes-vegetarian-bakery-cafe
LongPlay,4 Haji Lane Singapore 199732,"['Bars', 'Dinner With Drinks', 'Late Night', 'Cocktails']",https://www.burpple.com/longplay
Chick-It,3 New Bugis Street #MSQ 15-01 Singapore 188867,"['Korean', 'Korean Fried Chicken']",https://www.burpple.com/chickit
Yatkayan Dessert,190 Middle Road #02-08 Singapore 188979,"['Local Delights', 'Desserts', 'Chinese']",https://www.burpple.com/yatkayan-dessert
Let's Eat (DUO Galleria),7 Fraser Street #01-40-47 DUO Galleria Singapore 189356,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/lets-eat-duo-galleria
Soulfood Catering,13 Pahang Street Singapore 198614,"['Malay', 'Nasi Lemak', 'Hawker Food']",https://www.burpple.com/soulfood-catering-77-aliwal-streetsingapore-199948
Fun Toast (Raffles Hospital),585 North Bridge Road #01-09 Raffles Hospital Singapore 188770,"['Local Delights', 'Bread', 'Cafes & Coffee']",https://www.burpple.com/fun-toast-raffles-hospital
The Pastry Empire,30 Bali Lane Singapore 189866,"['Desserts', 'Waffles', 'Cakes']",https://www.burpple.com/the-pastry-empire
Star Cinnamon,200 Victoria Street #B1-K2 Bugis Junction Singapore 188021,"['Bread', 'Desserts']",https://www.burpple.com/star-cinnamon
Sauté,470 North Bridge Road #02-08 Bugis Cube Singapore 188735,"['Vegetarian', 'Healthy']",https://www.burpple.com/saute
Awesome Coffee,200 Victoria Street #B1-K25 Bugis Junction Singapore 188021,"['Pasta', 'Cafes & Coffee', 'Desserts', 'Cakes']",https://www.burpple.com/awesome-coffee-roaster-co
Koh Nangkam,4/6 Jalan Kledek Singapore 199261,"['Thai', 'Halal']",https://www.burpple.com/koh-nangkam-restoran
Nana's Green Tea (DUO Galleria),7 Fraser Street #01-38/39 DUO Galleria Singapore 189356,"['Ice Cream & Yoghurt', 'Japanese', 'Desserts']",https://www.burpple.com/nanas-green-tea-duo-galleria
Mae Noi Thai Food,3 New Bugis Street #03-38 Singapore 188867,"['Thai', 'Hawker Food']",https://www.burpple.com/mae-noi-thai-food
Kopi Place,7 Fraser Street #B3-05 DUO Galleria Singapore 189356,['Cafes & Coffee'],https://www.burpple.com/kopi-place
Li Yuan Eating House,149 Rochor Road #B1-22 Fu Lu Shou Complex Singapore 188425,"['Kopitiam', 'Hawker Food']",https://www.burpple.com/li-yuan-eating-house
The Pastry Empire,30 Bali Lane Singapore 189866,"['Desserts', 'Waffles', 'Cakes']",https://www.burpple.com/the-pastry-empire
Star Cinnamon,200 Victoria Street #B1-K2 Bugis Junction Singapore 188021,"['Bread', 'Desserts']",https://www.burpple.com/star-cinnamon
Sauté,470 North Bridge Road #02-08 Bugis Cube Singapore 188735,"['Vegetarian', 'Healthy']",https://www.burpple.com/saute
Awesome Coffee,200 Victoria Street #B1-K25 Bugis Junction Singapore 188021,"['Pasta', 'Cafes & Coffee', 'Desserts', 'Cakes']",https://www.burpple.com/awesome-coffee-roaster-co
Kumoya,8 Jalan Klapa Singapore 199320,"['Interesting', 'Japanese', 'Desserts', 'Breakfast & Brunch', 'Halal']",https://www.burpple.com/kumoya-singapore
Seriously Keto,32 Seah Street Singapore 188388,"['Healthy', 'Bread', 'Desserts', 'Cakes']",https://www.burpple.com/seriously-keto-singapore
Oriental Elixir,10 Haji Lane Level 2 Singapore 189203,"['Bars', 'Cocktails']",https://www.burpple.com/orientalelixir
Flying Monkey,67 Bussorah Street Singapore 199480,"['Bars', 'Indian', 'Dinner With Drinks', 'Cocktails']",https://www.burpple.com/flying-monkey
Alley on 25,5 Fraser Street Level 25 Andaz Singapore Singapore 189354,"['Great View', 'Date Night']",https://www.burpple.com/alley-on-25
Makan Koryouri,32 Kandahar Street Singapore 198891,['Japanese'],https://www.burpple.com/makan-koryouri
The Royals Steakhouse,10 Jalan Pisang Singapore 199077,"['Steak', 'Western', 'Halal']",https://www.burpple.com/the-royals-steakhouse
Fatty Thai,341 Beach Road Singapore 199567,['Thai'],https://www.burpple.com/fatty-thai
Xiang Signature,1 Liang Seah Street #01-12/13/14 Singapore 189022,"['Good For Groups', 'Chinese']",https://www.burpple.com/xiang-signature
Dreamworks Koukou Cafe,201 Victoria Street #05-04/05/06 Bugis+ Singapore 188067,"['Interesting', 'Chinese']",https://www.burpple.com/dreamworks-koukou-cafe
Koo Kee Yong Tow Foo Mee (Albert Centre Market & Food Centre),270 Queen Street #01-71 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/koo-kee-yong-tow-foo-albert-market
Reddo Sushi,201 Victoria Street #04-13 Bugis+ Singapore 188067,"['Sushi', 'Japanese']",https://www.burpple.com/reddo-sushi
Toast Box (NAFA),80 Bencoolen Street #B1-17 Campus 1 Singapore 189655,"['Local Delights', 'Bread', 'Cafes & Coffee', 'Breakfast & Brunch']",https://www.burpple.com/toastbox-nafa
Kampong Glam Cafe,17 Bussorah Street . Singapore 199438,"['Local Delights', 'Cafes & Coffee', 'Supper', 'Hawker Food', 'Halal']",https://www.burpple.com/kampong-glam-cafe
Ming Tang Spicy Roast Fish,470 North Bridge Road #01-03 Bugis Cube Singapore 188735,"['Rainy Day Comforts', 'Supper', 'Good For Groups', 'Chinese']",https://www.burpple.com/spicy-roast-fish
Hood Bar & Music,201 Victoria Street #05-07 Bugis+ Singapore 188067,"['Dinner With Drinks', 'Cafes & Coffee', 'Late Night', 'Craft Beer', 'Western']",https://www.burpple.com/hood-bar-and-music
Rockery,200 Victoria Street #01-61A/61 Bugis Junction Singapore 188021,['Desserts'],https://www.burpple.com/rockery
Ma Bo Lor Mee (Albert Centre Market & Food Centre),270 Queen Street #01-67 Albert Centre Market & Food Centre Singapore 180270,"['Rainy Day Comforts', 'Cheap & Good', 'Hawker Food']",https://www.burpple.com/ma-bo-lor-mee
Pine Tree Cafe,190 Middle Road #02-09/13 Fortune Centre Singapore 188979,"['Local Delights', 'Vegetarian', 'Healthy', 'Cafes & Coffee']",https://www.burpple.com/pine-tree-cafe
Hock Lee Fishball Noodle (Albert Centre Market & Food Centre),270 Queen Street #01-102 Albert Centre Market & Food Centre Singapore 180270,['Hawker Food'],https://www.burpple.com/hock-lee-fishball-noodle
An Acai Affair (DUO Galleria),7 Fraser Street #B3-06 DUO Galleria Singapore 189356,"['Healthy', 'Desserts']",https://www.burpple.com/anacaiaffair-duo-galleria
Mooi Chin Place,390 Victoria Street #03-12A Village Hotel Bugis Singapore 188061,"['Good For Groups', 'Chinese']",https://www.burpple.com/mooi-chin-golden-landmark
Asian Rad Afters,33 Bali Lane Singapore 189869,"['Ice Cream & Yoghurt', 'Desserts']",https://www.burpple.com/asian-rad-afters
